id_partida,id_competicao,id_temporada,id_area,id_casa,id_fora,id_arbitro,data_partida,status,rodada,resultado,placar_casa_intervalo,placar_casa_final,placar_fora_intervalo,placar_fora_final
554762,2013,2474,2032,1772,4241,11277.0,2026-02-11 22:00:00,FINALIZADO,3,EMPATE,1,3,1,3
554766,2013,2474,2032,4364,1771,206934.0,2026-02-11 22:00:00,FINALIZADO,3,EMPATE,1,2,1,2
554761,2013,2474,2032,1766,4287,206929.0,2026-02-11 23:00:00,FINALIZADO,3,EMPATE,1,3,1,3
554767,2013,2474,2032,1776,1767,206907.0,2026-02-12 00:30:00,FINALIZADO,3,MANDANTE,1,2,0,0
554768,2013,2474,2032,1780,1777,206954.0,2026-02-12 00:30:00,FINALIZADO,3,VISITANTE,0,0,1,1
554760,2013,2474,2032,1768,6685,18754.0,2026-02-12 22:00:00,FINALIZADO,3,MANDANTE,1,2,1,1
554764,2013,2474,2032,1765,1770,206917.0,2026-02-12 22:30:00,FINALIZADO,3,MANDANTE,0,1,0,0
554763,2013,2474,2032,1779,4286,60899.0,2026-02-12 23:00:00,FINALIZADO,3,MANDANTE,0,2,0,0
554765,2013,2474,2032,6684,1769,244605.0,2026-02-13 00:30:00,FINALIZADO,3,VISITANTE,1,1,1,3
554750,2013,2474,2032,1768,1779,206944.0,2026-02-19 22:30:00,FINALIZADO,2,VISITANTE,0,0,1,1
554772,2013,2474,2032,4286,1768,11277.0,2026-02-25 22:00:00,FINALIZADO,4,EMPATE,1,1,0,1
554778,2013,2474,2032,4287,6684,206800.0,2026-02-25 22:00:00,FINALIZADO,4,EMPATE,1,1,1,1
554773,2013,2474,2032,4241,1776,11412.0,2026-02-25 22:30:00,FINALIZADO,4,VISITANTE,0,0,0,1
554774,2013,2474,2032,1771,1779,244605.0,2026-02-25 23:00:00,FINALIZADO,4,EMPATE,1,1,0,1
554776,2013,2474,2032,1767,1766,11260.0,2026-02-26 00:30:00,FINALIZADO,4,MANDANTE,0,2,0,1
554777,2013,2474,2032,1769,1765,60899.0,2026-02-26 00:30:00,FINALIZADO,4,MANDANTE,2,2,1,1
554779,2013,2474,2032,6685,1780,206917.0,2026-02-26 22:00:00,FINALIZADO,4,MANDANTE,1,2,1,1
554786,2013,2474,2032,4364,6685,11260.0,2026-03-11 00:30:00,FINALIZADO,5,EMPATE,1,2,0,2
554781,2013,2474,2032,1766,6684,18754.0,2026-03-11 22:00:00,FINALIZADO,5,MANDANTE,1,1,0,0
554782,2013,2474,2032,1777,1782,206917.0,2026-03-11 23:00:00,FINALIZADO,5,EMPATE,1,1,1,1
554783,2013,2474,2032,1779,4241,206954.0,2026-03-12 00:30:00,FINALIZADO,5,VISITANTE,0,0,1,2
554784,2013,2474,2032,1783,1771,11237.0,2026-03-12 00:30:00,FINALIZADO,5,MANDANTE,1,2,0,0
554787,2013,2474,2032,4287,1765,11412.0,2026-03-12 22:00:00,FINALIZADO,5,VISITANTE,0,0,1,2
554789,2013,2474,2032,1780,1769,206907.0,2026-03-12 22:30:00,FINALIZADO,5,MANDANTE,0,2,1,1
554788,2013,2474,2032,1776,1772,265146.0,2026-03-12 23:00:00,FINALIZADO,5,MANDANTE,0,2,0,0
554785,2013,2474,2032,1767,4286,244605.0,2026-03-13 00:30:00,FINALIZADO,5,EMPATE,1,1,0,1
554799,2013,2474,2032,1782,1766,147370.0,2026-03-14 21:30:00,FINALIZADO,6,MANDANTE,1,2,0,0
554790,2013,2474,2032,1770,1783,11161.0,2026-03-14 23:30:00,FINALIZADO,6,VISITANTE,0,0,2,3
554795,2013,2474,2032,1765,1768,206929.0,2026-03-15 19:00:00,FINALIZADO,6,MANDANTE,2,3,1,2
554796,2013,2474,2032,6684,1777,250860.0,2026-03-15 19:00:00,FINALIZADO,6,VISITANTE,0,0,1,1
554798,2013,2474,2032,6685,1779,11237.0,2026-03-15 19:00:00,FINALIZADO,6,EMPATE,1,1,1,1
554793,2013,2474,2032,4241,4287,206917.0,2026-03-15 21:30:00,FINALIZADO,6,MANDANTE,1,1,0,0
554797,2013,2474,2032,1769,4364,206944.0,2026-03-15 21:30:00,FINALIZADO,6,MANDANTE,1,1,0,0
554791,2013,2474,2032,4286,1776,206800.0,2026-03-15 23:30:00,FINALIZADO,6,VISITANTE,1,1,0,2
554794,2013,2474,2032,1771,1780,56755.0,2026-03-15 23:30:00,FINALIZADO,6,EMPATE,1,3,0,3
554792,2013,2474,2032,1772,1767,206909.0,2026-03-16 23:00:00,FINALIZADO,6,EMPATE,1,1,1,1
554802,2013,2474,2032,1777,4286,18754.0,2026-03-18 22:00:00,FINALIZADO,7,MANDANTE,2,2,0,0
554807,2013,2474,2032,1769,1770,206917.0,2026-03-18 22:00:00,FINALIZADO,7,MANDANTE,1,2,0,1
554800,2013,2474,2032,1768,1771,206944.0,2026-03-18 22:30:00,FINALIZADO,7,MANDANTE,2,2,0,1
554801,2013,2474,2032,1766,1776,250860.0,2026-03-18 23:00:00,FINALIZADO,7,MANDANTE,0,1,0,0
554806,2013,2474,2032,4364,4241,206800.0,2026-03-18 23:00:00,FINALIZADO,7,VISITANTE,0,0,0,1
554808,2013,2474,2032,6685,6684,244605.0,2026-03-19 00:30:00,FINALIZADO,7,VISITANTE,0,1,0,2
554809,2013,2474,2032,1780,1765,11260.0,2026-03-19 00:30:00,FINALIZADO,7,MANDANTE,0,3,1,2
554805,2013,2474,2032,1767,1782,157663.0,2026-03-19 22:00:00,FINALIZADO,7,MANDANTE,1,2,0,0
554804,2013,2474,2032,1783,4287,206954.0,2026-03-19 23:00:00,FINALIZADO,7,MANDANTE,1,3,0,0
554803,2013,2474,2032,1772,1779,11412.0,2026-03-20 00:30:00,FINALIZADO,7,EMPATE,0,0,0,0
554811,2013,2474,2032,4286,1770,265146.0,2026-03-21 19:00:00,FINALIZADO,8,VISITANTE,1,1,1,2
554814,2013,2474,2032,1765,1766,11237.0,2026-03-21 21:30:00,FINALIZADO,8,MANDANTE,1,1,0,0
554817,2013,2474,2032,1776,1769,11161.0,2026-03-22 00:00:00,FINALIZADO,8,VISITANTE,0,0,1,1
554810,2013,2474,2032,1768,4241,11260.0,2026-03-22 19:00:00,FINALIZADO,8,MANDANTE,1,2,0,0
554813,2013,2474,2032,1771,6685,18754.0,2026-03-22 19:00:00,FINALIZADO,8,EMPATE,0,0,0,0
554816,2013,2474,2032,4287,1777,147370.0,2026-03-22 19:00:00,FINALIZADO,8,MANDANTE,1,4,1,1
554818,2013,2474,2032,1780,1767,244605.0,2026-03-22 19:00:00,FINALIZADO,8,MANDANTE,2,2,1,1
554815,2013,2474,2032,6684,1772,206800.0,2026-03-22 21:30:00,FINALIZADO,8,MANDANTE,1,2,0,0
554819,2013,2474,2032,1782,4364,11277.0,2026-03-22 21:30:00,FINALIZADO,8,MANDANTE,1,1,0,0
554812,2013,2474,2032,1779,1783,206944.0,2026-03-22 23:30:00,FINALIZADO,8,EMPATE,1,1,1,1
554780,2013,2474,2032,1768,1770,206954.0,2026-03-29 22:30:00,FINALIZADO,5,MANDANTE,2,4,1,1
554821,2013,2474,2032,1770,4364,11412.0,2026-04-01 22:30:00,FINALIZADO,9,MANDANTE,2,3,1,2
554827,2013,2474,2032,6684,1776,265146.0,2026-04-01 22:30:00,FINALIZADO,9,EMPATE,1,1,0,1
554820,2013,2474,2032,1777,1768,19023.0,2026-04-01 23:00:00,FINALIZADO,9,MANDANTE,2,3,0,0
554825,2013,2474,2032,1771,1782,150097.0,2026-04-01 23:00:00,FINALIZADO,9,MANDANTE,3,3,0,0
554824,2013,2474,2032,4241,1780,18754.0,2026-04-01 23:30:00,FINALIZADO,9,EMPATE,0,1,1,1
554826,2013,2474,2032,1765,1779,244605.0,2026-04-02 00:30:00,FINALIZADO,9,MANDANTE,2,3,0,1
554823,2013,2474,2032,1772,1766,147370.0,2026-04-02 22:00:00,FINALIZADO,9,VISITANTE,0,0,3,4
554829,2013,2474,2032,6685,4287,206907.0,2026-04-02 22:00:00,FINALIZADO,9,MANDANTE,1,2,0,0
554822,2013,2474,2032,4286,1783,250860.0,2026-04-03 00:30:00,FINALIZADO,9,MANDANTE,2,3,0,0
554828,2013,2474,2032,1769,1767,206800.0,2026-04-03 00:30:00,FINALIZADO,9,MANDANTE,1,2,0,1
554838,2013,2474,2032,1776,1771,206944.0,2026-04-04 21:30:00,FINALIZADO,10,MANDANTE,2,4,0,1
554834,2013,2474,2032,4241,1765,206917.0,2026-04-04 23:30:00,FINALIZADO,10,EMPATE,0,1,0,1
554839,2013,2474,2032,1780,1770,11277.0,2026-04-05 00:00:00,FINALIZADO,10,VISITANTE,0,1,0,2
554832,2013,2474,2032,1772,1782,19023.0,2026-04-05 19:00:00,FINALIZADO,10,EMPATE,0,1,0,1
554830,2013,2474,2032,1766,1768,206929.0,2026-04-05 20:30:00,FINALIZADO,10,MANDANTE,1,2,0,1
554835,2013,2474,2032,1783,6685,11161.0,2026-04-05 20:30:00,FINALIZADO,10,MANDANTE,0,3,0,1
554831,2013,2474,2032,1777,1769,265146.0,2026-04-05 22:30:00,FINALIZADO,10,VISITANTE,0,1,1,2
554833,2013,2474,2032,1779,6684,60899.0,2026-04-05 22:30:00,FINALIZADO,10,VISITANTE,0,0,0,1
554837,2013,2474,2032,4364,4286,11237.0,2026-04-05 23:00:00,FINALIZADO,10,VISITANTE,0,0,0,1
554836,2013,2474,2032,1767,4287,60939.0,2026-04-05 23:30:00,FINALIZADO,10,EMPATE,0,0,0,0
554847,2013,2474,2032,4287,1780,206944.0,2026-04-11 19:30:00,FINALIZADO,11,EMPATE,0,1,0,1
554849,2013,2474,2032,1782,1776,11161.0,2026-04-11 19:30:00,FINALIZADO,11,MANDANTE,1,2,0,0
554846,2013,2474,2032,4364,1777,206954.0,2026-04-11 21:30:00,FINALIZADO,11,VISITANTE,1,1,0,2
554848,2013,2474,2032,6685,1766,206917.0,2026-04-11 23:00:00,FINALIZADO,11,MANDANTE,0,1,0,0
554845,2013,2474,2032,6684,1767,206800.0,2026-04-11 23:30:00,FINALIZADO,11,EMPATE,0,0,0,0
554840,2013,2474,2032,1768,1772,206977.0,2026-04-12 14:00:00,FINALIZADO,11,MANDANTE,0,2,0,0
554841,2013,2474,2032,1770,4241,244605.0,2026-04-12 19:00:00,FINALIZADO,11,EMPATE,0,2,1,2
554844,2013,2474,2032,1765,1783,11260.0,2026-04-12 21:00:00,FINALIZADO,11,VISITANTE,0,1,1,2
554842,2013,2474,2032,1779,1769,11237.0,2026-04-12 21:30:00,FINALIZADO,11,EMPATE,0,0,0,0
554843,2013,2474,2032,1771,4286,18754.0,2026-04-12 21:30:00,FINALIZADO,11,MANDANTE,1,2,1,1
554851,2013,2474,2032,1772,1770,206929.0,2026-04-18 21:30:00,FINALIZADO,12,VISITANTE,1,1,3,4
554858,2013,2474,2032,1780,1776,206907.0,2026-04-18 21:30:00,FINALIZADO,12,MANDANTE,0,2,1,1
554859,2013,2474,2032,1782,1779,157663.0,2026-04-18 23:00:00,FINALIZADO,12,EMPATE,0,0,0,0
554853,2013,2474,2032,1771,1767,11260.0,2026-04-18 23:30:00,FINALIZADO,12,MANDANTE,0,2,0,0
554855,2013,2474,2032,6684,4364,244605.0,2026-04-19 14:00:00,FINALIZADO,12,VISITANTE,0,1,2,2
554852,2013,2474,2032,4241,1766,250860.0,2026-04-19 19:00:00,FINALIZADO,12,MANDANTE,1,2,0,0
554857,2013,2474,2032,6685,1765,11412.0,2026-04-19 19:00:00,FINALIZADO,12,VISITANTE,1,2,1,3
554850,2013,2474,2032,4286,4287,19023.0,2026-04-19 21:30:00,FINALIZADO,12,MANDANTE,2,4,2,2
554856,2013,2474,2032,1769,1768,60899.0,2026-04-19 21:30:00,FINALIZADO,12,MANDANTE,1,1,0,0
554854,2013,2474,2032,1783,1777,11237.0,2026-04-19 22:30:00,FINALIZADO,12,MANDANTE,1,2,0,0
554862,2013,2474,2032,1777,6685,18754.0,2026-04-25 21:30:00,FINALIZADO,13,EMPATE,0,2,2,2
554863,2013,2474,2032,1770,6684,250860.0,2026-04-25 21:30:00,FINALIZADO,13,EMPATE,0,2,0,2
554868,2013,2474,2032,4287,1771,11412.0,2026-04-25 21:30:00,FINALIZADO,13,VISITANTE,0,0,1,1
554869,2013,2474,2032,1776,4364,11260.0,2026-04-26 00:00:00,FINALIZADO,13,MANDANTE,0,1,0,0
554865,2013,2474,2032,1779,1780,244605.0,2026-04-26 19:00:00,FINALIZADO,13,MANDANTE,1,1,0,0
554867,2013,2474,2032,1767,4241,60899.0,2026-04-26 19:00:00,FINALIZADO,13,MANDANTE,1,1,0,0
554860,2013,2474,2032,1768,1782,206800.0,2026-04-26 21:30:00,FINALIZADO,13,MANDANTE,1,3,1,1
554864,2013,2474,2032,4286,1769,147370.0,2026-04-26 21:30:00,FINALIZADO,13,VISITANTE,0,0,1,1
554861,2013,2474,2032,1766,1783,206917.0,2026-04-26 23:30:00,FINALIZADO,13,VISITANTE,0,0,3,4
554866,2013,2474,2032,1765,1772,206907.0,2026-04-26 23:30:00,FINALIZADO,13,MANDANTE,0,2,0,1
554871,2013,2474,2032,1770,4287,206944.0,2026-05-02 19:00:00,FINALIZADO,14,VISITANTE,1,1,0,2
554877,2013,2474,2032,1769,6685,11260.0,2026-05-02 21:30:00,FINALIZADO,14,EMPATE,0,1,1,1
554879,2013,2474,2032,1782,4241,206917.0,2026-05-02 21:30:00,FINALIZADO,14,MANDANTE,2,4,1,1
554870,2013,2474,2032,1768,1767,206907.0,2026-05-02 23:30:00,FINALIZADO,14,EMPATE,0,0,0,0
554873,2013,2474,2032,1771,1766,11237.0,2026-05-03 00:00:00,FINALIZADO,14,VISITANTE,0,1,2,3
554874,2013,2474,2032,1783,1780,11412.0,2026-05-03 19:00:00,FINALIZADO,14,EMPATE,1,2,0,2
554878,2013,2474,2032,1776,1777,244605.0,2026-05-03 19:00:00,FINALIZADO,14,EMPATE,1,2,0,2
554872,2013,2474,2032,1772,4286,206954.0,2026-05-03 21:30:00,FINALIZADO,14,VISITANTE,1,1,1,2
554875,2013,2474,2032,6684,1765,60899.0,2026-05-03 21:30:00,FINALIZADO,14,MANDANTE,1,2,0,0
554876,2013,2474,2032,4364,1779,206929.0,2026-05-03 23:30:00,FINALIZADO,14,MANDANTE,2,2,0,1
554883,2013,2474,2032,4241,6684,11277.0,2026-05-09 19:00:00,FINALIZADO,15,EMPATE,1,2,0,2
554884,2013,2474,2032,1765,1782,11173.0,2026-05-09 21:00:00,FINALIZADO,15,EMPATE,1,2,0,2
554881,2013,2474,2032,1777,1771,206944.0,2026-05-10 00:00:00,FINALIZADO,15,VISITANTE,1,1,1,2
554880,2013,2474,2032,1766,1770,18754.0,2026-05-10 19:00:00,FINALIZADO,15,EMPATE,1,1,0,1
554887,2013,2474,2032,4287,1769,206917.0,2026-05-10 20:40:00,FINALIZADO,15,EMPATE,1,1,1,1
554882,2013,2474,2032,1779,1776,11161.0,2026-05-10 21:30:00,FINALIZADO,15,MANDANTE,1,3,1,2
554886,2013,2474,2032,4364,1772,60899.0,2026-05-10 21:30:00,FINALIZADO,15,EMPATE,0,1,0,1
554888,2013,2474,2032,6685,4286,157663.0,2026-05-10 21:30:00,FINALIZADO,15,MANDANTE,1,2,0,0
554885,2013,2474,2032,1767,1783,244605.0,2026-05-10 22:30:00,FINALIZADO,15,VISITANTE,0,0,0,1
554889,2013,2474,2032,1780,1768,11260.0,2026-05-10 23:30:00,FINALIZADO,15,MANDANTE,1,1,0,0
554891,2013,2474,2032,1766,4364,,2026-05-16 21:30:00,FINALIZADO,16,MANDANTE,1,3,1,1
554897,2013,2474,2032,6684,1780,,2026-05-16 21:30:00,FINALIZADO,16,MANDANTE,2,4,0,1
554896,2013,2474,2032,1765,1776,,2026-05-16 22:00:00,FINALIZADO,16,MANDANTE,2,2,0,1
554898,2013,2474,2032,1769,1771,,2026-05-17 00:00:00,FINALIZADO,16,EMPATE,1,1,1,1
554899,2013,2474,2032,6685,4241,,2026-05-17 14:00:00,FINALIZADO,16,VISITANTE,0,0,3,3
554892,2013,2474,2032,1777,1767,,2026-05-17 19:00:00,FINALIZADO,16,EMPATE,0,1,0,1
554893,2013,2474,2032,1770,1779,,2026-05-17 19:00:00,FINALIZADO,16,MANDANTE,2,3,1,1
554894,2013,2474,2032,4286,1782,,2026-05-17 21:30:00,FINALIZADO,16,MANDANTE,1,2,0,0
554895,2013,2474,2032,1772,4287,,2026-05-17 21:30:00,FINALIZADO,16,VISITANTE,1,2,1,3
554890,2013,2474,2032,1768,1783,,2026-05-17 22:30:00,FINALIZADO,16,EMPATE,1,1,0,1
554907,2013,2474,2032,1776,1770,,2026-05-23 20:00:00,FINALIZADO,17,EMPATE,1,1,0,1
554909,2013,2474,2032,1782,6684,,2026-05-23 20:00:00,FINALIZADO,17,MANDANTE,1,2,0,0
554904,2013,2474,2032,1767,6685,,2026-05-23 22:00:00,FINALIZADO,17,MANDANTE,1,3,1,2
554905,2013,2474,2032,4364,1765,,2026-05-23 22:00:00,FINALIZADO,17,MANDANTE,1,1,0,0
554903,2013,2474,2032,1783,1769,,2026-05-24 00:00:00,FINALIZADO,17,VISITANTE,0,0,1,3
554902,2013,2474,2032,1771,1772,,2026-05-24 19:00:00,FINALIZADO,17,MANDANTE,1,2,0,1
554906,2013,2474,2032,4287,1768,,2026-05-24 19:00:00,FINALIZADO,17,VISITANTE,1,1,1,2
554900,2013,2474,2032,1779,1766,,2026-05-24 21:30:00,FINALIZADO,17,MANDANTE,0,1,0,0
554908,2013,2474,2032,1780,4286,,2026-05-24 23:30:00,FINALIZADO,17,VISITANTE,0,0,1,3
554901,2013,2474,2032,4241,1777,,2026-05-25 23:00:00,FINALIZADO,17,MANDANTE,0,3,1,2
554910,2013,2474,2032,1768,4364,,2026-05-30 19:00:00,FINALIZADO,18,MANDANTE,0,1,0,0
554914,2013,2474,2032,1783,4241,,2026-05-30 19:00:00,FINALIZADO,18,MANDANTE,1,3,0,0
554911,2013,2474,2032,1777,1770,,2026-05-30 20:30:00,FINALIZADO,18,MANDANTE,0,2,1,1
554915,2013,2474,2032,1767,1779,,2026-05-30 20:30:00,FINALIZADO,18,VISITANTE,1,1,1,3
554918,2013,2474,2032,6685,1782,,2026-05-30 23:00:00,FINALIZADO,18,MANDANTE,1,3,0,1
554912,2013,2474,2032,4286,6684,,2026-05-31 14:00:00,FINALIZADO,18,MANDANTE,2,3,0,1
554916,2013,2474,2032,1769,1772,,2026-05-31 19:00:00,FINALIZADO,18,MANDANTE,0,1,0,0
554919,2013,2474,2032,1780,1766,,2026-05-31 19:00:00,FINALIZADO,18,VISITANTE,0,0,1,1
554913,2013,2474,2032,1771,1765,,2026-05-31 23:30:00,FINALIZADO,18,EMPATE,0,1,1,1
554917,2013,2474,2032,4287,1776,,2026-05-31 23:30:00,FINALIZADO,18,MANDANTE,0,1,0,0
554921,2013,2474,2032,1770,6685,,2026-07-16 22:30:00,FINALIZADO,19,MANDANTE,1,2,0,1
554929,2013,2474,2032,1782,1780,,2026-07-16 22:30:00,FINALIZADO,19,MANDANTE,0,1,0,0
554770,2013,2474,2032,1777,1772,75722.0,2026-07-17 22:30:00,FINALIZADO,4,MANDANTE,2,2,0,0
554925,2013,2474,2032,1765,4286,,2026-07-17 23:00:00,FINALIZADO,19,EMPATE,0,1,1,1
554927,2013,2474,2032,4364,1767,,2026-07-17 23:00:00,FINALIZADO,19,MANDANTE,2,2,0,1
554920,2013,2474,2032,1766,1777,,2026-07-21 22:30:00,FINALIZADO,19,EMPATE,1,1,0,1
554924,2013,2474,2032,4241,1769,,2026-07-22 22:30:00,FINALIZADO,19,VISITANTE,0,1,2,3
554922,2013,2474,2032,1772,1783,,2026-07-23 00:30:00,FINALIZADO,19,VISITANTE,0,0,2,4
554926,2013,2474,2032,6684,1771,,2026-07-23 00:30:00,FINALIZADO,19,VISITANTE,0,1,1,2
554928,2013,2474,2032,1776,1768,,2026-07-23 00:30:00,FINALIZADO,19,VISITANTE,1,1,0,2
554771,2013,2474,2032,1770,1782,19023.0,2026-07-23 22:30:00,FINALIZADO,4,EMPATE,0,0,0,0
554923,2013,2474,2032,1779,4287,,2026-07-23 22:30:00,FINALIZADO,19,MANDANTE,3,3,0,0
554930,2013,2474,2032,1768,6684,,2026-07-25 21:30:00,FINALIZADO,20,MANDANTE,1,2,0,0
554938,2013,2474,2032,6685,1772,,2026-07-25 21:30:00,FINALIZADO,20,EMPATE,1,2,0,2
554939,2013,2474,2032,1780,4364,,2026-07-25 23:30:00,FINALIZADO,20,EMPATE,0,1,1,1
554931,2013,2474,2032,1777,1779,18754.0,2026-07-26 19:00:00,FINALIZADO,20,EMPATE,1,1,1,1
554933,2013,2474,2032,1771,1770,,2026-07-26 19:00:00,FINALIZADO,20,VISITANTE,0,0,1,1
554932,2013,2474,2032,4286,4241,60911.0,2026-07-26 21:30:00,FINALIZADO,20,EMPATE,0,0,0,0
554934,2013,2474,2032,1783,1776,11161.0,2026-07-26 21:30:00,FINALIZADO,20,EMPATE,0,1,0,1
554935,2013,2474,2032,1767,1765,60939.0,2026-07-26 21:30:00,FINALIZADO,20,EMPATE,0,1,0,1
554936,2013,2474,2032,1769,1766,,2026-07-26 22:30:00,FINALIZADO,20,VISITANTE,0,1,0,2
554937,2013,2474,2032,4287,1782,,2026-07-26 22:30:00,FINALIZADO,20,MANDANTE,1,2,0,0
554946,2013,2474,2032,6684,1783,,2026-07-29 22:30:00,FINALIZADO,21,EMPATE,1,1,0,1
554947,2013,2474,2032,4364,4287,,2026-07-29 22:30:00,FINALIZADO,21,MANDANTE,1,2,1,1
554945,2013,2474,2032,1765,1777,,2026-07-30 00:30:00,FINALIZADO,21,EMPATE,0,0,0,0
554949,2013,2474,2032,1782,1769,,2026-07-30 00:30:00,FINALIZADO,21,VISITANTE,0,0,2,4
554943,2013,2474,2032,1779,1768,,2026-07-30 22:30:00,FINALIZADO,21,EMPATE,0,0,0,0
554944,2013,2474,2032,4241,1771,,2026-07-31 00:30:00,FINALIZADO,21,VISITANTE,0,0,0,1
